0	0.009954
1	0.010079
2	0.010028
3	0.009937
4	0.010006
5	0.009897
6	0.009930
7	0.010035
8	0.010016
9	0.010134
10	0.010004
11	0.009896
12	0.009933
13	0.010082
14	0.009882
15	0.009938
16	0.010159
17	0.009846
18	0.010067
19	0.010105
20	0.010008
21	0.010127
22	0.009877
23	0.010011
24	0.010008
25	0.009889
26	0.010070
27	0.009892
28	0.009961
29	0.009877
30	0.010067
31	0.010074
32	0.010154
33	0.009853
34	0.009991
35	0.009897
36	0.010026
37	0.010053
38	0.010076
39	0.009953
40	0.010006
41	0.010170
42	0.009873
43	0.010026
44	0.009960
45	0.010260
46	0.009967
47	0.009916
48	0.009882
49	0.010138
50	0.010137
51	0.010020
52	0.010062
53	0.010044
54	0.010147
55	0.009860
56	0.009950
57	0.010105
58	0.009937
59	0.009985
60	0.009925
61	0.010101
62	0.010126
63	0.009908
64	0.009947
65	0.009998
66	0.009888
67	0.010094
68	0.010043
69	0.009913
70	0.010007
71	0.010107
72	0.009920
73	0.009935
74	0.009924
75	0.009892
76	0.010002
77	0.009943
78	0.010137
79	0.009791
80	0.009975
81	0.010070
82	0.010108
83	0.010028
84	0.010041
85	0.009971
86	0.009989
87	0.009959
88	0.010146
89	0.009841
90	0.010061
91	0.009979
92	0.010017
93	0.010038
94	0.009756
95	0.010076
96	0.010023
97	0.009918
98	0.010152
99	0.010014
