0	-0.000+0.000i
1	512.000+-0.000i
2	0.000+0.000i
3	-0.000+0.000i
4	0.000+-0.000i
5	-0.000+0.000i
6	0.000+-0.000i
7	0.000+-0.000i
8	0.000+0.000i
9	0.000+-0.000i
10	0.000+-0.000i
11	0.000+0.000i
12	0.000+0.000i
13	0.000+-0.000i
14	-0.000+-0.000i
15	-0.000+0.000i
16	-0.000+-0.000i
17	-0.000+0.000i
18	0.000+0.000i
19	-0.000+-0.000i
20	0.000+-0.000i
21	-0.000+0.000i
22	-0.000+-0.000i
23	-0.000+0.000i
24	-0.000+0.000i
25	-0.000+-0.000i
26	0.000+0.000i
27	0.000+0.000i
28	0.000+0.000i
29	-0.000+-0.000i
30	-0.000+-0.000i
31	-0.000+0.000i
32	-0.000+-0.000i
33	-0.000+0.000i
34	-0.000+0.000i
35	-0.000+0.000i
36	0.000+-0.000i
37	-0.000+0.000i
38	0.000+-0.000i
39	-0.000+-0.000i
40	-0.000+0.000i
41	0.000+-0.000i
42	-0.000+-0.000i
43	0.000+0.000i
44	-0.000+0.000i
45	-0.000+-0.000i
46	0.000+0.000i
47	-0.000+0.000i
48	0.000+-0.000i
49	-0.000+0.000i
50	0.000+0.000i
51	0.000+-0.000i
52	-0.000+-0.000i
53	0.000+0.000i
54	-0.000+-0.000i
55	0.000+-0.000i
56	0.000+-0.000i
57	-0.000+-0.000i
58	0.000+-0.000i
59	0.000+-0.000i
60	0.000+0.000i
61	-0.000+-0.000i
62	-0.000+-0.000i
63	0.000+0.000i
64	-0.000+-0.000i
65	0.000+-0.000i
66	-0.000+0.000i
67	-0.000+0.000i
68	-0.000+-0.000i
69	0.000+0.000i
70	0.000+0.000i
71	-0.000+0.000i
72	0.000+-0.000i
73	-0.000+-0.000i
74	-0.000+0.000i
75	0.000+-0.000i
76	0.000+0.000i
77	-0.000+0.000i
78	0.000+-0.000i
79	-0.000+0.000i
80	-0.000+0.000i
81	-0.000+0.000i
82	0.000+-0.000i
83	0.000+-0.000i
84	-0.000+0.000i
85	0.000+-0.000i
86	-0.000+0.000i
87	-0.000+-0.000i
88	0.000+-0.000i
89	0.000+-0.000i
90	0.000+0.000i
91	0.000+0.000i
92	0.000+-0.000i
93	-0.000+0.000i
94	0.000+0.000i
95	-0.000+0.000i
96	-0.000+-0.000i
97	0.000+-0.000i
98	-0.000+0.000i
99	0.000+0.000i
100	0.000+-0.000i
101	-0.000+0.000i
102	0.000+0.000i
103	0.000+-0.000i
104	-0.000+0.000i
105	0.000+0.000i
106	-0.000+-0.000i
107	0.000+0.000i
108	-0.000+0.000i
109	0.000+-0.000i
110	-0.000+0.000i
111	0.000+-0.000i
112	0.000+-0.000i
113	-0.000+-0.000i
114	0.000+0.000i
115	-0.000+0.000i
116	0.000+-0.000i
117	-0.000+0.000i
118	-0.000+0.000i
119	0.000+-0.000i
120	-0.000+0.000i
121	-0.000+-0.000i
122	0.000+-0.000i
123	0.000+0.000i
124	0.000+0.000i
125	0.000+-0.000i
126	-0.000+-0.000i
127	-0.000+-0.000i
128	0.000+-0.000i
129	0.000+-0.000i
130	0.000+0.000i
131	0.000+-0.000i
132	-0.000+-0.000i
133	-0.000+-0.000i
134	0.000+0.000i
135	-0.000+0.000i
136	0.000+0.000i
137	0.000+0.000i
138	-0.000+-0.000i
139	0.000+0.000i
140	0.000+0.000i
141	-0.000+0.000i
142	-0.000+0.000i
