0	0.000+0.000i
1	0.756+0.000i
2	1.098+0.000i
3	0.854+0.000i
4	0.195+0.000i
5	-0.464+0.000i
6	-0.710+0.000i
7	-0.370+0.000i
8	0.383+0.000i
9	1.135+0.000i
10	1.471+0.000i
11	1.221+0.000i
12	0.556+0.000i
13	-0.111+0.000i
14	-0.366+0.000i
15	-0.036+0.000i
16	0.707+0.000i
17	1.448+0.000i
18	1.773+0.000i
19	1.510+0.000i
20	0.831+0.000i
21	0.151+0.000i
22	-0.118+0.000i
23	0.197+0.000i
24	0.924+0.000i
25	1.649+0.000i
26	1.957+0.000i
27	1.677+0.000i
28	0.981+0.000i
29	0.282+0.000i
30	-0.005+0.000i
31	0.292+0.000i
32	1.000+0.000i
33	1.706+0.000i
34	1.995+0.000i
35	1.696+0.000i
36	0.981+0.000i
37	0.263+0.000i
38	-0.043+0.000i
39	0.234+0.000i
40	0.924+0.000i
41	1.611+0.000i
42	1.882+0.000i
43	1.565+0.000i
44	0.831+0.000i
45	0.096+0.000i
46	-0.227+0.000i
47	0.034+0.000i
48	0.707+0.000i
49	1.379+0.000i
50	1.634+0.000i
51	1.303+0.000i
52	0.556+0.000i
53	-0.193+0.000i
54	-0.529+0.000i
55	-0.280+0.000i
56	0.383+0.000i
57	1.044+0.000i
58	1.290+0.000i
59	0.950+0.000i
60	0.195+0.000i
61	-0.560+0.000i
62	-0.902+0.000i
63	-0.658+0.000i
64	-0.000+0.000i
65	0.658+0.000i
66	0.902+0.000i
67	0.560+0.000i
68	-0.195+0.000i
69	-0.950+0.000i
70	-1.290+0.000i
71	-1.044+0.000i
72	-0.383+0.000i
73	0.280+0.000i
74	0.529+0.000i
75	0.193+0.000i
76	-0.556+0.000i
77	-1.303+0.000i
78	-1.634+0.000i
79	-1.379+0.000i
80	-0.707+0.000i
81	-0.034+0.000i
82	0.227+0.000i
83	-0.096+0.000i
84	-0.831+0.000i
85	-1.565+0.000i
86	-1.882+0.000i
87	-1.611+0.000i
88	-0.924+0.000i
89	-0.234+0.000i
90	0.043+0.000i
91	-0.263+0.000i
92	-0.981+0.000i
93	-1.696+0.000i
94	-1.995+0.000i
95	-1.706+0.000i
96	-1.000+0.000i
97	-0.292+0.000i
98	0.005+0.000i
99	-0.282+0.000i
100	-0.981+0.000i
101	-1.677+0.000i
102	-1.957+0.000i
103	-1.649+0.000i
104	-0.924+0.000i
105	-0.197+0.000i
106	0.118+0.000i
107	-0.151+0.000i
108	-0.831+0.000i
109	-1.510+0.000i
110	-1.773+0.000i
111	-1.448+0.000i
112	-0.707+0.000i
113	0.036+0.000i
114	0.366+0.000i
115	0.111+0.000i
116	-0.556+0.000i
117	-1.221+0.000i
118	-1.471+0.000i
119	-1.135+0.000i
120	-0.383+0.000i
121	0.370+0.000i
122	0.710+0.000i
123	0.464+0.000i
124	-0.195+0.000i
125	-0.854+0.000i
126	-1.098+0.000i
127	-0.756+0.000i
